 1.000000000000000e-03  1.000000000000000e+00  9.999999999999999e+04  5.000073002969784e-01  1.460059395674840e-05  9.800000000000001e-06  3.999999593916968e-03  4.000000000000000e-03  8.164958135454669e-01 -9.398474861699313e-07  9.290315191490780e-07  5.773505479899197e-01  4.828962743008702e-07  9.663346327330948e-07
 1.000000000000000e-03  1.000000000000000e+00  9.999999999999999e+04  5.000073002858761e-01  1.460057175228791e-05  9.800000000000001e-06  3.999999593917367e-03  4.000000000000000e-03  8.164958135454984e-01 -9.398474475341700e-07  9.290315191490780e-07  5.773505479899149e-01  4.828962660852198e-07  9.663346327330948e-07
 1.000000000000000e-03  1.000000000000000e+00  9.999999999999999e+04  5.000073002858761e-01  1.460057175228791e-05  9.800000000000001e-06  3.999999593917644e-03  4.000000000000000e-03  8.164958135453976e-01 -9.398475709909704e-07  9.290315191490780e-07  5.773505479899144e-01  4.828962649749968e-07  9.663346327330948e-07
 1.000000000000000e-02  1.000000000000000e+00  9.999999999999999e+04  5.009812126921530e-01  1.962425384306021e-03  9.800000000000002e-04  4.000732921478766e-02  4.000000000000000e-02  8.166477162591570e-01  1.851022220562548e-04  9.290315191490782e-05  5.774638475960370e-01  1.967235705468973e-04  9.663346327330948e-05
 5.000000000000000e-03  1.000000000000000e+00  9.999999999999999e+04  5.002426203937204e-01  4.852407874407216e-04  2.450000000000000e-04  2.000014667079597e-02  2.000000000000000e-02  8.165323492206251e-01  4.380703328665803e-05  2.322578797872695e-05  5.773774797548119e-01  4.713008140511121e-05  2.415836581832737e-05
 5.000000000000000e-03  1.000000000000000e+00  9.999999999999999e+04  5.002426204103737e-01  4.852408207474124e-04  2.450000000000000e-04  2.000014664680828e-02  2.000000000000000e-02  8.165323492262868e-01  4.380704022088899e-05  2.322578797872695e-05  5.773774797666260e-01  4.713010186785382e-05  2.415836581832737e-05
 1.000000000000000e-03  1.000000000000000e+00  9.999999999999999e+04  5.000073002525695e-01  1.460050513890643e-05  9.800000000000001e-06  3.999999593906091e-03  4.000000000000000e-03  8.164958135454042e-01 -9.398475628863423e-07  9.290315191490780e-07  5.773505479898945e-01  4.828962305580831e-07  9.663346327330948e-07
 1.000000000000000e-03  1.000000000000000e+00  9.999999999999999e+04  5.000073002525695e-01  1.460050513890643e-05  9.800000000000001e-06  3.999999593906091e-03  4.000000000000000e-03  8.164958135454042e-01 -9.398475628863423e-07  9.290315191490780e-07  5.773505479898945e-01  4.828962305580831e-07  9.663346327330948e-07
 5.000000000000000e-03  1.000000000000000e+00  9.999999999999999e+04  5.002426204103737e-01  4.852408207474124e-04  2.450000000000000e-04  2.000014664680828e-02  2.000000000000000e-02  8.165323492262868e-01  4.380704022088899e-05  2.322578797872695e-05  5.773774797666260e-01  4.713010186785382e-05  2.415836581832737e-05
 1.000000000000000e-02  1.000000000000000e+00  9.999999999999999e+04  5.009812126921530e-01  1.962425384306021e-03  9.800000000000002e-04  4.000732921478766e-02  4.000000000000000e-02  8.166477162591570e-01  1.851022220562548e-04  9.290315191490782e-05  5.774638475960370e-01  1.967235705468973e-04  9.663346327330948e-05
 1.000000000000000e-02  1.000000000000000e+00  9.999999999999999e+04  5.009812126921530e-01  1.962425384306021e-03  9.800000000000002e-04  4.000732921478766e-02  4.000000000000000e-02  8.166477162591570e-01  1.851022220562548e-04  9.290315191490782e-05  5.774638475960370e-01  1.967235705468973e-04  9.663346327330948e-05
 1.000000000000000e-02  1.000000000000000e+00  9.999999999999999e+04  5.009812126921530e-01  1.962425384306021e-03  9.800000000000002e-04  4.000732921478766e-02  4.000000000000000e-02  8.166477162591570e-01  1.851022220562548e-04  9.290315191490782e-05  5.774638475960370e-01  1.967235705468973e-04  9.663346327330948e-05
 5.000000000000000e-03  1.000000000000000e+00  9.999999999999999e+04  5.002426203937204e-01  4.852407874407216e-04  2.450000000000000e-04  2.000014667079597e-02  2.000000000000000e-02  8.165323492206251e-01  4.380703328665803e-05  2.322578797872695e-05  5.773774797548119e-01  4.713008140511121e-05  2.415836581832737e-05
 1.000000000000000e-03  1.000000000000000e+00  9.999999999999999e+04  5.000073002858761e-01  1.460057175228791e-05  9.800000000000001e-06  3.999999593917644e-03  4.000000000000000e-03  8.164958135453976e-01 -9.398475709909704e-07  9.290315191490780e-07  5.773505479899144e-01  4.828962649749968e-07  9.663346327330948e-07
