 0.000000000000000e+00  0.000000000000000e+00  1.600000000000000e+01  7.827430977360141e-02 -0.000000000000000e+00 -0.000000000000000e+00 -1.713074126996617e-13  0.000000000000000e+00  0.000000000000000e+00  1.769322445430710e-04  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.000000000000000e-02  9.532487501420097e-05  1.537558097175617e+01  7.824413579272571e-02 -2.221760997400679e-09 -2.801866827439881e-08  3.185932850868767e-09  6.377127120485421e-04 -1.696790343973378e-02 -8.175871394944530e-02  1.514587976795519e+01  5.564128905534744e-01  2.889865003526211e-01  1.573860846832395e+01
 2.000000000000000e-02  3.905804081578933e-04  1.478135662738284e+01  7.818933408158557e-02  9.771399245295243e-10 -9.516618604266114e-10  1.169762064989754e-10  3.921598775980901e-05  9.093991591719490e-04  3.238508994012641e-04  1.205617044770770e+01  1.583956182003021e-04  6.773928180336952e-05  1.205588245019317e+01
 3.000000000000000e-02  8.858231315335900e-04  1.421558629675089e+01  7.811471287097597e-02  2.661648679236350e-12  9.449827587104664e-10 -6.945111152845129e-12 -2.666217375058827e-05 -8.963579079846601e-05  2.204801540883368e-04  1.207413308445894e+01  1.009088009595871e-06  1.382850168738514e-04  1.207460839225678e+01
 4.000000000000000e-02  1.581048682015403e-03  1.367665450624496e+01  7.801677126105673e-02  3.119149383223885e-11  1.715143582714518e-10 -2.320366121466577e-12  1.089501406625247e-05  7.894507576015008e-06 -8.105666836634296e-05  1.201818658985371e+01  2.546585164964199e-09  1.230475900229067e-04  1.201865502759756e+01
 5.000000000000000e-02  2.476250800523199e-03  1.316304908428224e+01  7.789425869445907e-02 -1.710687147493672e-10  7.865352813496429e-11  2.782218899710642e-12 -3.661983659277529e-06  3.522945874662555e-06  2.719403122008953e-05  1.195269739095284e+01  2.040178515017033e-08  1.220912818098441e-04  1.195317621844151e+01
 6.000000000000000e-02  3.571420529472034e-03  1.267335539179805e+01  7.774669125070956e-02 -7.150502412400783e-11  1.169784269450247e-10  4.685141163918161e-13 -5.365842708161226e-06 -1.564894480858559e-05  3.665817351735535e-06  1.187192918907226e+01  1.199077814817429e-08  1.180933304567588e-04  1.187239706258333e+01
 7.000000000000001e-02  4.866546519442428e-03  1.220624975398296e+01  7.757386376851054e-02  1.126940762929962e-10  1.768576396443677e-10  3.096634060284487e-12 -7.070740931498976e-07 -6.777618816707531e-06 -2.245188915490322e-06  1.177730614654229e+01  1.954140316229314e-08  1.142926603279193e-04  1.177776093250941e+01
 8.000000000000000e-02  6.361615103028330e-03  1.176049299252540e+01  7.737571125427410e-02 -1.802908933257186e-10  5.822720083870081e-11  6.084022174945858e-13  2.222980952760730e-08 -4.129463422801274e-07 -2.582248352028350e-07  1.166884509846847e+01  2.651904651429504e-08  1.099422802326444e-04  1.166928349034879e+01
 9.000000000000000e-02  8.056610464496372e-03  1.133492438413708e+01  7.715225023316168e-02  1.000205473999927e-10 -1.013340522604267e-10 -1.767030965993399e-12  3.881059023304013e-09  1.457286444532769e-07  4.044837655071739e-08  1.154692740162426e+01  3.533705239533447e-08  1.052002733104018e-04  1.154734734800286e+01
